,type,tags,merchant_abn,count(1)
3006,a,"music, musical instruments, pianos, sheet music",84709480584,53
3007,c,"hobby, toy, game",84478592825,14
3008,c,"music, musical instruments, pianos, sheet music",24993385051,186
3009,b,"computer programming, data processing, integrated systems design",98065308169,47
3010,b,"computers, computer peripheral equipment, software",90058425621,44
3011,a,"stationery, office supplies, printing, writing paper",46622394552,1210
3012,b,"cable, satellite, other pay television, radio",87852604073,224
3013,c,"watch, clock, jewelry repair",68950900599,3344
3014,d,"computer programming, data processing, integrated systems design",11173270682,2927
3015,c,"computer programming, data processing, integrated systems design",85556646149,1622
3016,a,"health, beauty spas",57480173036,1763
3017,b,"health, beauty spas",83935353706,2561
3018,b,"furniture, home furnishings, equipment, manufacturers",35755909141,261
3019,b,"computer programming, data processing, integrated systems design",90625095939,489
3020,b,"furniture, home furnishings, equipment, manufacturers",32727297124,170
3021,a,"florists supplies, nursery stock, flowers",74526386577,121
3022,b,telecom,26763947687,22
3023,a,"watch, clock, jewelry repair",40938677569,2109
3024,a,"florists supplies, nursery stock, flowers",20520680348,2802
3025,c,"cable, satellite, other pay television, radio",19237425345,10291
3026,c,"artist supply, craft",39649557865,18309
3027,a,"opticians, optical goods, eyeglasses",81410315303,19500
3028,b,shoe,15912561882,7119
3029,a,"artist supply, craft",61080648284,3314
3030,b,"artist supply, craft",10487253336,2113
3031,c,"equipment, tool, furniture, appliance rental, leasing",61112604295,1153
3032,b,"motor vehicle supplies, new parts",59450324455,2988
3033,a,"florists supplies, nursery stock, flowers",36066395091,3768
3034,d,"computer programming, data processing, integrated systems design",25607153542,385
3035,b,"stationery, office supplies, printing, writing paper",29202486033,669
3036,a,"music, musical instruments, pianos, sheet music",30288006732,346
3037,c,"watch, clock, jewelry repair",14559784311,294
3038,a,"music, musical instruments, pianos, sheet music",96946925998,110
3039,b,"furniture, home furnishings, equipment, manufacturers",33108281623,167
3040,c,"digital goods, books, movies, music",23541969839,612
3041,a,"florists supplies, nursery stock, flowers",66650274915,25
3042,a,"stationery, office supplies, printing, writing paper",91582338269,21
3043,a,telecom,16002602393,6
3044,b,"motor vehicle supplies, new parts",22227727512,13272
3045,a,"watch, clock, jewelry repair",75131910841,2360
3046,b,"tent, awning",57824995706,8317
3047,b,"watch, clock, jewelry repair",32176774610,6272
3048,a,"motor vehicle supplies, new parts",22019664345,2086
3049,a,"health, beauty spas",62735494616,712
3050,b,telecom,35911782646,688
3051,a,"health, beauty spas",31580243600,1055
3052,b,"art dealers, galleries",45907060380,111
3053,c,"cable, satellite, other pay television, radio",88141903797,748
3054,c,"books, periodicals, newspapers",23765687737,812
3055,b,"stationery, office supplies, printing, writing paper",76149814641,318
3056,b,"cable, satellite, other pay television, radio",70737217173,551
3057,c,"health, beauty spas",14820207872,305
3058,b,"florists supplies, nursery stock, flowers",73416415122,408
3059,b,"stationery, office supplies, printing, writing paper",18306927906,310
3060,b,"florists supplies, nursery stock, flowers",43270522454,184
3061,b,"bicycle,",12899341959,567
3062,b,"lawn, garden supply outlets, including nurseries",31869958432,155
3063,b,"equipment, tool, furniture, appliance rental, leasing",42298598169,266
3064,e,"bicycle,",22678591293,39
3065,a,"stationery, office supplies, printing, writing paper",57230218402,53
3066,a,"opticians, optical goods, eyeglasses",39088614710,9989
3067,c,"computers, computer peripheral equipment, software",78760357380,16857
3068,c,"motor vehicle supplies, new parts",92681936901,4184
3069,c,shoe,60978195146,22939
3070,a,"tent, awning",23925773818,1428
3071,c,"health, beauty spas",47874406074,1025
3072,a,"cable, satellite, other pay television, radio",65668855732,9444
3073,b,"tent, awning",90568944804,8970
3074,a,shoe,58715026442,3612
3075,c,"tent, awning",37023533442,657
3076,a,"computers, computer peripheral equipment, software",57011992135,1583
3077,a,"tent, awning",88712190602,132
3078,a,"music, musical instruments, pianos, sheet music",54611298155,1002
3079,a,"furniture, home furnishings, equipment, manufacturers",48086705406,1263
3080,c,"lawn, garden supply outlets, including nurseries",35620324777,361
3081,a,"digital goods, books, movies, music",16199101110,203
3082,e,"art dealers, galleries",57223200264,397
3083,a,"motor vehicle supplies, new parts",62483383956,503
3084,c,"jewelry, watch, clock, silverware",11134994590,61
3085,b,"antique, repairs, restoration",65265226392,377
3086,a,"digital goods, books, movies, music",35318110910,1297
3087,a,"music, musical instruments, pianos, sheet music",47630053533,155
3088,a,"watch, clock, jewelry repair",56923368251,129
3089,b,"equipment, tool, furniture, appliance rental, leasing",76899079409,42
3090,c,"bicycle,",97104028372,209
3091,b,"hobby, toy, game",50644203172,694
3092,b,"tent, awning",82825632196,36
3093,a,"tent, awning",31905921746,815
3094,a,"equipment, tool, furniture, appliance rental, leasing",56624752594,349
3095,c,"art dealers, galleries",42454170286,8
3096,a,"artist supply, craft",68275485458,12
3097,b,"stationery, office supplies, printing, writing paper",60963420870,70
3098,a,"jewelry, watch, clock, silverware",10596295795,85
3099,b,"florists supplies, nursery stock, flowers",14796275705,39
3100,b,"jewelry, watch, clock, silverware",72760991600,16
3101,b,"furniture, home furnishings, equipment, manufacturers",44631836704,2790
3102,c,"furniture, home furnishings, equipment, manufacturers",52959528548,35539
3103,b,"opticians, optical goods, eyeglasses",92065881715,6956
3104,b,"health, beauty spas",88699453206,10013
3105,a,"computer programming, data processing, integrated systems design",63978837398,3535
3106,b,"motor vehicle supplies, new parts",58895707108,677
3107,a,"artist supply, craft",81909596183,953
3108,c,"cable, satellite, other pay television, radio",50885695263,734
3109,a,"music, musical instruments, pianos, sheet music",24989367414,2291
3110,a,"artist supply, craft",14148282104,729
3111,c,telecom,59274084898,372
3112,c,"antique, repairs, restoration",83159206648,125
3113,a,"hobby, toy, game",24976666868,78
3114,e,"equipment, tool, furniture, appliance rental, leasing",88389375042,359
3115,c,"tent, awning",24092849628,771
3116,b,"opticians, optical goods, eyeglasses",85350608395,105
3117,a,"motor vehicle supplies, new parts",58786009971,21
3118,b,"music, musical instruments, pianos, sheet music",81621391082,27
3119,a,"bicycle,",56347643455,105
3120,c,"art dealers, galleries",32873803804,158
3121,b,"bicycle,",64523396248,22
3122,a,"watch, clock, jewelry repair",49322182190,43432
3123,b,"music, musical instruments, pianos, sheet music",46965256386,3422
3124,d,"gift, card, novelty, souvenir",62285108846,4306
3125,b,"motor vehicle supplies, new parts",31385641294,3206
3126,b,"watch, clock, jewelry repair",50028551673,832
3127,b,"watch, clock, jewelry repair",28941011848,4721
3128,a,"cable, satellite, other pay television, radio",20734004951,1011
3129,a,"tent, awning",88299699256,40
3130,b,"music, musical instruments, pianos, sheet music",35388105918,191
3131,c,"hobby, toy, game",30035541512,449
3132,b,"florists supplies, nursery stock, flowers",90672655190,2763
3133,c,"computers, computer peripheral equipment, software",97283139514,306
3134,a,"gift, card, novelty, souvenir",93726438981,1153
3135,c,"computer programming, data processing, integrated systems design",80178350391,165
3136,b,"digital goods, books, movies, music",65741331791,89
3137,b,"books, periodicals, newspapers",35393810060,113
3138,a,"books, periodicals, newspapers",78433042891,46
3139,d,"artist supply, craft",37320515399,153
3140,a,"watch, clock, jewelry repair",64652625932,272
3141,a,"computers, computer peripheral equipment, software",20847737557,172
3142,e,"motor vehicle supplies, new parts",78980774216,121
3143,a,"bicycle,",35381098677,26
3144,a,"antique, repairs, restoration",30137717102,28
3145,b,"artist supply, craft",40751557554,28
3146,b,"furniture, home furnishings, equipment, manufacturers",76767266140,36303
3147,b,"gift, card, novelty, souvenir",89107518982,11358
3148,b,"opticians, optical goods, eyeglasses",74019238521,17935
3149,a,"tent, awning",17324645993,54436
3150,a,"furniture, home furnishings, equipment, manufacturers",46533246372,2680
3151,c,"tent, awning",55446764764,1102
3152,a,"hobby, toy, game",95532818035,289
3153,a,"books, periodicals, newspapers",75566438995,2945
3154,b,"antique, repairs, restoration",88040874613,49
3155,c,"digital goods, books, movies, music",68319415555,1139
3156,a,"motor vehicle supplies, new parts",46600268436,2010
3157,a,"bicycle,",86844861009,357
3158,c,"computers, computer peripheral equipment, software",64112855512,330
3159,c,"artist supply, craft",50967757909,246
3160,b,"bicycle,",60421951083,90
3161,a,"jewelry, watch, clock, silverware",86744504251,48
3162,b,"computers, computer peripheral equipment, software",93156930881,68
3163,c,"opticians, optical goods, eyeglasses",41251795489,33866
3164,a,"tent, awning",75944642726,37309
3165,d,"digital goods, books, movies, music",42500153308,8734
3166,d,"furniture, home furnishings, equipment, manufacturers",58966366292,534
3167,d,"lawn, garden supply outlets, including nurseries",32825608803,5655
3168,a,shoe,91630014920,2461
3169,a,"tent, awning",49549583265,8450
3170,c,"art dealers, galleries",77924688488,405
3171,a,"lawn, garden supply outlets, including nurseries",72366568659,704
3172,a,"art dealers, galleries",66069111675,78
3173,b,"gift, card, novelty, souvenir",28803237812,301
3174,a,"computer programming, data processing, integrated systems design",41643701801,272
3175,a,"artist supply, craft",22288600259,350
3176,b,"furniture, home furnishings, equipment, manufacturers",20131680113,63
3177,a,"furniture, home furnishings, equipment, manufacturers",64821359458,21
3178,a,telecom,53415858879,65
3179,a,"jewelry, watch, clock, silverware",80837517456,16
3180,c,"books, periodicals, newspapers",83691794327,106
3181,b,"artist supply, craft",90920473693,83
3182,a,shoe,99976658299,19374
3183,a,"watch, clock, jewelry repair",92201452594,148
3184,c,"furniture, home furnishings, equipment, manufacturers",74423856957,326
3185,b,"cable, satellite, other pay television, radio",50467815381,340
3186,a,"watch, clock, jewelry repair",63818670309,423
3187,b,"tent, awning",23600565711,644
3188,a,"artist supply, craft",77368674747,1296
3189,d,"opticians, optical goods, eyeglasses",79198689842,3463
3190,e,"opticians, optical goods, eyeglasses",55433932875,1132
3191,b,"cable, satellite, other pay television, radio",78142743559,395
3192,c,"hobby, toy, game",14040735315,1434
3193,a,"artist supply, craft",27610959380,390
3194,b,"lawn, garden supply outlets, including nurseries",35225211178,157
3195,b,"bicycle,",76072100561,119
3196,b,"florists supplies, nursery stock, flowers",74505118182,250
3197,a,"computers, computer peripheral equipment, software",33806831488,47
3198,a,"tent, awning",68656010159,18
3199,a,telecom,16143938351,58
3200,b,telecom,43426057710,28
3201,a,telecom,61310985405,365
3202,a,"hobby, toy, game",83414869405,7763
3203,d,"watch, clock, jewelry repair",11470993597,350
3204,b,"books, periodicals, newspapers",26008308191,2483
3205,c,"health, beauty spas",75104340635,5694
3206,c,shoe,71761786483,3049
3207,b,"art dealers, galleries",34564250941,687
3208,b,"antique, repairs, restoration",96730987906,20
3209,a,"stationery, office supplies, printing, writing paper",65038094136,1022
3210,c,"furniture, home furnishings, equipment, manufacturers",10860706939,314
3211,b,"opticians, optical goods, eyeglasses",63307448428,197
3212,a,"antique, repairs, restoration",13120157976,502
3213,c,"opticians, optical goods, eyeglasses",34440496342,187
3214,e,"music, musical instruments, pianos, sheet music",17866919544,264
3215,a,"equipment, tool, furniture, appliance rental, leasing",99229845016,377
3216,b,"tent, awning",55878420190,80
3217,c,"gift, card, novelty, souvenir",11766327188,390
3218,b,"florists supplies, nursery stock, flowers",56993545247,104
3219,c,"opticians, optical goods, eyeglasses",31840064969,85
3220,a,"antique, repairs, restoration",31416331470,7
3221,a,"equipment, tool, furniture, appliance rental, leasing",46054596841,10
3222,b,"books, periodicals, newspapers",92403716863,97
3223,a,"hobby, toy, game",52956509597,23
3224,c,"opticians, optical goods, eyeglasses",46804135891,195655
3225,a,"digital goods, books, movies, music",35556933338,22734
3226,b,"bicycle,",49640494725,2931
3227,b,"watch, clock, jewelry repair",29616684420,36967
3228,a,"music, musical instruments, pianos, sheet music",27326652377,5371
3229,c,"tent, awning",51291561948,610
3230,b,telecom,25228131129,6156
3231,c,"computer programming, data processing, integrated systems design",81583941068,3105
3232,a,"books, periodicals, newspapers",33163130598,2320
3233,c,"artist supply, craft",96644705620,1858
3234,c,"equipment, tool, furniture, appliance rental, leasing",54702673300,589
3235,b,"bicycle,",67392173147,283
3236,a,"motor vehicle supplies, new parts",20717993088,1885
3237,a,"furniture, home furnishings, equipment, manufacturers",16058191622,889
3238,c,"books, periodicals, newspapers",63734543365,361
3239,a,"bicycle,",44997402413,393
3240,c,"gift, card, novelty, souvenir",74690260858,2547
3241,a,"computers, computer peripheral equipment, software",10385250025,560
3242,b,"health, beauty spas",59288709135,280
3243,a,"opticians, optical goods, eyeglasses",43329313854,271
3244,b,"florists supplies, nursery stock, flowers",78893833111,217
3245,b,"computers, computer peripheral equipment, software",36325756075,94
3246,b,"antique, repairs, restoration",40819329493,70
3247,a,"lawn, garden supply outlets, including nurseries",72296826112,135
3248,b,"jewelry, watch, clock, silverware",78949485914,32
3249,a,"opticians, optical goods, eyeglasses",62774554856,83
3250,c,"bicycle,",30203637111,42
3251,b,"gift, card, novelty, souvenir",60956456424,75848
3252,a,"lawn, garden supply outlets, including nurseries",42355028515,28783
3253,a,"lawn, garden supply outlets, including nurseries",75850458091,4941
3254,a,"florists supplies, nursery stock, flowers",92374002696,79
3255,c,"watch, clock, jewelry repair",65629452396,1225
3256,b,"tent, awning",38638753805,9236
3257,a,"health, beauty spas",34190774918,1882
3258,c,"computers, computer peripheral equipment, software",75664480997,1961
3259,a,"furniture, home furnishings, equipment, manufacturers",43356103768,6073
3260,a,"florists supplies, nursery stock, flowers",51515623602,2630
3261,a,"motor vehicle supplies, new parts",87717092177,3219
3262,b,"equipment, tool, furniture, appliance rental, leasing",94206932226,106
3263,a,"tent, awning",59737558413,1272
3264,c,"watch, clock, jewelry repair",38074504441,576
3265,a,"books, periodicals, newspapers",39759375662,75
3266,b,"jewelry, watch, clock, silverware",58495294020,72
3267,d,"stationery, office supplies, printing, writing paper",60196678179,67
3268,b,"computer programming, data processing, integrated systems design",76628269361,120
3269,a,"cable, satellite, other pay television, radio",91803984881,1624
3270,c,"opticians, optical goods, eyeglasses",53123395285,7415
3271,b,"music, musical instruments, pianos, sheet music",74753274268,679
3272,b,"gift, card, novelty, souvenir",86591172660,2606
3273,c,"furniture, home furnishings, equipment, manufacturers",10714068705,2898
3274,b,"florists supplies, nursery stock, flowers",55069630872,4744
3275,a,"bicycle,",45432243315,162
3276,c,"opticians, optical goods, eyeglasses",22961647681,1222
3277,c,"stationery, office supplies, printing, writing paper",83421534972,141
3278,b,"furniture, home furnishings, equipment, manufacturers",26062881399,1040
3279,b,"digital goods, books, movies, music",41188281214,971
3280,b,"lawn, garden supply outlets, including nurseries",68645891034,798
3281,b,telecom,20497101151,212
3282,b,"opticians, optical goods, eyeglasses",93679380088,265
3283,a,"opticians, optical goods, eyeglasses",13290952071,343
3284,a,shoe,19946380099,197
3285,a,shoe,98527912956,151
3286,b,"stationery, office supplies, printing, writing paper",20833247272,247
3287,b,"florists supplies, nursery stock, flowers",34978524408,94
3288,a,"cable, satellite, other pay television, radio",69703285964,23111
3289,c,"music, musical instruments, pianos, sheet music",28057731482,10552
3290,b,"digital goods, books, movies, music",98722839745,9085
3291,a,"equipment, tool, furniture, appliance rental, leasing",74093231988,960
3292,a,"antique, repairs, restoration",52569909432,2558
3293,a,"motor vehicle supplies, new parts",42270780873,216
3294,b,"computers, computer peripheral equipment, software",21820852598,1502
3295,b,"digital goods, books, movies, music",73130631030,1024
3296,b,"health, beauty spas",34322206505,38
3297,a,shoe,54089653894,62
3298,b,shoe,72932341819,50
3299,c,"florists supplies, nursery stock, flowers",85813310401,248
3300,c,"motor vehicle supplies, new parts",79390569536,124
3301,c,"jewelry, watch, clock, silverware",24674067743,18
3302,a,"tent, awning",45783462228,20
3303,c,"tent, awning",39906633476,21
3304,a,"stationery, office supplies, printing, writing paper",83841202959,23
3305,a,"equipment, tool, furniture, appliance rental, leasing",86451920285,13
3306,a,"watch, clock, jewelry repair",86525942285,4940
3307,a,"cable, satellite, other pay television, radio",29521780474,27864
3308,c,"tent, awning",19618998054,25592
3309,a,shoe,16254418652,385
3310,b,"motor vehicle supplies, new parts",61997656782,3458
3311,e,"digital goods, books, movies, music",59358011432,271
3312,a,"cable, satellite, other pay television, radio",37327984417,1075
3313,c,"bicycle,",88587718979,437
3314,a,"equipment, tool, furniture, appliance rental, leasing",55306842177,418
3315,a,"opticians, optical goods, eyeglasses",23661853559,418
3316,a,"cable, satellite, other pay television, radio",73242832551,427
3317,a,"computer programming, data processing, integrated systems design",78230317507,289
3318,a,"health, beauty spas",39656540901,60
3319,a,"gift, card, novelty, souvenir",90967287254,223
3320,a,"furniture, home furnishings, equipment, manufacturers",50467745297,329
3321,b,"motor vehicle supplies, new parts",99554974333,245
3322,a,"stationery, office supplies, printing, writing paper",34444004774,70
3323,a,"florists supplies, nursery stock, flowers",13297955415,122
3324,b,"florists supplies, nursery stock, flowers",79989686193,115
3325,a,"cable, satellite, other pay television, radio",21439773999,100748
3326,c,"hobby, toy, game",36125151647,11251
3327,a,"gift, card, novelty, souvenir",81219314324,42086
3328,a,"hobby, toy, game",17158952809,16985
3329,a,"florists supplies, nursery stock, flowers",84057522285,2611
3330,a,"books, periodicals, newspapers",39060546194,2176
3331,b,"stationery, office supplies, printing, writing paper",49609375026,1312
3332,a,"opticians, optical goods, eyeglasses",19111577631,2491
3333,b,"health, beauty spas",72647107998,229
3334,a,shoe,18949610555,1012
3335,b,"florists supplies, nursery stock, flowers",13942467372,449
3336,b,"hobby, toy, game",80381533940,540
3337,b,"watch, clock, jewelry repair",51759688899,94
3338,a,shoe,77074922873,108
3339,b,"motor vehicle supplies, new parts",41956465747,244
3340,c,telecom,73376110977,83
3341,a,"motor vehicle supplies, new parts",15332026424,89
3342,b,"furniture, home furnishings, equipment, manufacturers",38612000811,113
3343,b,"art dealers, galleries",44539609516,17
3344,a,"computers, computer peripheral equipment, software",81080057116,89
3345,c,shoe,38251474462,39
3346,c,telecom,80347921120,10
3347,c,"lawn, garden supply outlets, including nurseries",81369312244,4740
3348,b,"cable, satellite, other pay television, radio",46987545043,13148
3349,a,"lawn, garden supply outlets, including nurseries",72611840049,1223
3350,b,"gift, card, novelty, souvenir",76519958668,1537
3351,c,"equipment, tool, furniture, appliance rental, leasing",21232022824,6032
3352,a,"health, beauty spas",59965794726,1352
3353,b,"gift, card, novelty, souvenir",12219088747,280
3354,b,"computers, computer peripheral equipment, software",74444459322,280
3355,a,"florists supplies, nursery stock, flowers",15115332331,810
3356,a,"computers, computer peripheral equipment, software",18737319630,183
3357,b,"equipment, tool, furniture, appliance rental, leasing",29921604246,245
3358,c,"hobby, toy, game",66015997670,63
3359,b,"books, periodicals, newspapers",26821904622,105
3360,b,"watch, clock, jewelry repair",46062822745,514
3361,d,"stationery, office supplies, printing, writing paper",61547674285,54
3362,a,"watch, clock, jewelry repair",85580030308,283
3363,a,"music, musical instruments, pianos, sheet music",13900607417,36
3364,b,"books, periodicals, newspapers",89097490915,87
3365,b,"motor vehicle supplies, new parts",86094613754,91
3366,b,"books, periodicals, newspapers",24451148103,59
3367,a,"hobby, toy, game",29922107583,16
3368,b,"lawn, garden supply outlets, including nurseries",60646270419,20
3369,c,"furniture, home furnishings, equipment, manufacturers",76241460849,28
3370,a,"computer programming, data processing, integrated systems design",42543374304,3692
3371,c,"digital goods, books, movies, music",46352584904,8706
3372,e,"cable, satellite, other pay television, radio",63685007785,9171
3373,b,shoe,93558142492,18218
3374,b,"hobby, toy, game",26671932360,7064
3375,a,"cable, satellite, other pay television, radio",31101120643,9469
3376,c,"florists supplies, nursery stock, flowers",34568005237,419
3377,b,"opticians, optical goods, eyeglasses",73096931114,1270
3378,e,"equipment, tool, furniture, appliance rental, leasing",78864123417,256
3379,c,"tent, awning",48294754935,847
3380,b,"equipment, tool, furniture, appliance rental, leasing",92616389691,240
3381,a,telecom,92596271102,12
3382,a,"antique, repairs, restoration",46916077029,70
3383,c,"tent, awning",91201528612,15
3384,c,"computers, computer peripheral equipment, software",42590000698,405
3385,c,"artist supply, craft",54062916822,186
3386,a,"digital goods, books, movies, music",50457372084,182
3387,a,"books, periodicals, newspapers",93741030320,91
3388,a,"computers, computer peripheral equipment, software",62694031334,40537
3389,a,"health, beauty spas",88358066529,4251
3390,b,"stationery, office supplies, printing, writing paper",83577754480,361
3391,a,"computers, computer peripheral equipment, software",90011689258,386
3392,a,shoe,65202518558,1612
3393,a,"florists supplies, nursery stock, flowers",74024744735,457
3394,a,"digital goods, books, movies, music",86406618443,1530
3395,a,"cable, satellite, other pay television, radio",44837192214,306
3396,b,"stationery, office supplies, printing, writing paper",54900312378,336
3397,b,"computer programming, data processing, integrated systems design",63861708370,296
3398,c,"stationery, office supplies, printing, writing paper",73752456534,308
3399,a,"gift, card, novelty, souvenir",10930486968,365
3400,b,"health, beauty spas",67220823151,71
3401,a,"health, beauty spas",13106608471,41
3402,b,"hobby, toy, game",23506252960,15
3403,a,"motor vehicle supplies, new parts",37706925794,8
3404,b,"stationery, office supplies, printing, writing paper",25876985396,26
3405,c,"jewelry, watch, clock, silverware",16156289887,4
3406,b,"furniture, home furnishings, equipment, manufacturers",98269572896,38137
3407,b,"gift, card, novelty, souvenir",28068880408,1300
3408,b,shoe,52606147371,2782
3409,b,"stationery, office supplies, printing, writing paper",38646383513,4384
3410,a,"tent, awning",46331355995,1700
3411,b,"music, musical instruments, pianos, sheet music",30417042223,2763
3412,d,"antique, repairs, restoration",60539272146,2693
3413,a,"tent, awning",52536215795,381
3414,b,"music, musical instruments, pianos, sheet music",59331766724,173
3415,a,"books, periodicals, newspapers",13473158710,57
3416,c,"watch, clock, jewelry repair",23812588784,360
3417,a,"computer programming, data processing, integrated systems design",48890662808,106
3418,d,"music, musical instruments, pianos, sheet music",76541333930,24
3419,a,"books, periodicals, newspapers",13770392625,86
3420,b,"equipment, tool, furniture, appliance rental, leasing",39646859475,7
3421,a,"cable, satellite, other pay television, radio",91000228616,176
3422,a,"music, musical instruments, pianos, sheet music",74084069481,153
3423,c,"lawn, garden supply outlets, including nurseries",66499078575,36
3424,a,"art dealers, galleries",59079680636,7
3425,c,"art dealers, galleries",27014190836,50
3426,a,"hobby, toy, game",48817595168,69
3427,a,"equipment, tool, furniture, appliance rental, leasing",78734418649,48
3428,c,"artist supply, craft",44780781318,58
3429,b,"cable, satellite, other pay television, radio",62009586337,978
3430,a,"gift, card, novelty, souvenir",66079287213,17342
3431,c,"cable, satellite, other pay television, radio",64127544910,8656
3432,b,shoe,96161947306,11120
3433,a,"furniture, home furnishings, equipment, manufacturers",32451620193,2751
3434,d,"computer programming, data processing, integrated systems design",85502310765,6937
3435,a,"opticians, optical goods, eyeglasses",52922961938,699
3436,a,"furniture, home furnishings, equipment, manufacturers",48302663667,1129
3437,d,"florists supplies, nursery stock, flowers",59962058395,339
3438,c,"digital goods, books, movies, music",25027599663,755
3439,c,"watch, clock, jewelry repair",97738870301,1042
3440,a,shoe,85590755551,300
3441,b,"florists supplies, nursery stock, flowers",35990744747,244
3442,b,"lawn, garden supply outlets, including nurseries",75783319472,42
3443,c,"computer programming, data processing, integrated systems design",76006740240,155
3444,b,"lawn, garden supply outlets, including nurseries",71253802438,211
3445,a,"hobby, toy, game",89575340835,19
3446,b,"lawn, garden supply outlets, including nurseries",87453687431,53
3447,c,"bicycle,",98437998830,129
3448,a,"digital goods, books, movies, music",75559137486,9028
3449,a,"furniture, home furnishings, equipment, manufacturers",90578415511,14118
3450,b,"gift, card, novelty, souvenir",57471217202,10187
3451,a,"gift, card, novelty, souvenir",34726792617,6653
3452,b,telecom,77990807356,592
3453,b,"computer programming, data processing, integrated systems design",60321593978,121
3454,b,"stationery, office supplies, printing, writing paper",66161087361,1113
3455,a,"lawn, garden supply outlets, including nurseries",70529552669,142
3456,a,"computer programming, data processing, integrated systems design",48640772679,470
3457,a,"gift, card, novelty, souvenir",10702078694,355
3458,a,"lawn, garden supply outlets, including nurseries",41489552788,481
3459,b,"music, musical instruments, pianos, sheet music",25856363362,656
3460,a,"computers, computer peripheral equipment, software",99307259953,38
3461,b,shoe,42330360779,78
3462,c,"equipment, tool, furniture, appliance rental, leasing",70713877189,188
3463,b,"hobby, toy, game",12404803031,50
3464,c,"art dealers, galleries",51390118767,7
3465,a,"lawn, garden supply outlets, including nurseries",20415536115,20
3466,b,"digital goods, books, movies, music",22206721435,8746
3467,c,"furniture, home furnishings, equipment, manufacturers",62191208634,13628
3468,b,"computers, computer peripheral equipment, software",46674437504,3125
3469,b,"antique, repairs, restoration",14961279222,6046
3470,c,"artist supply, craft",27440079026,1190
3471,a,"bicycle,",52594457116,6541
3472,c,"stationery, office supplies, printing, writing paper",73528552702,350
3473,b,"motor vehicle supplies, new parts",21587176464,991
3474,a,"books, periodicals, newspapers",70879262618,470
3475,a,shoe,70338831249,887
3476,b,"opticians, optical goods, eyeglasses",87214879575,396
3477,a,"lawn, garden supply outlets, including nurseries",59140301134,191
3478,e,"computer programming, data processing, integrated systems design",43611981873,527
3479,a,shoe,46961494605,257
3480,c,"stationery, office supplies, printing, writing paper",53546629749,464
3481,b,shoe,98121323050,66
3482,a,"computers, computer peripheral equipment, software",32069730393,638
3483,c,"watch, clock, jewelry repair",68252147715,414
3484,b,"cable, satellite, other pay television, radio",65345485504,71
3485,b,"art dealers, galleries",53300696557,33
3486,b,telecom,56018978883,16
3487,a,"motor vehicle supplies, new parts",83261038949,88
3488,a,"bicycle,",29780390141,107
3489,c,"computers, computer peripheral equipment, software",43034165541,90
3490,b,"music, musical instruments, pianos, sheet music",51525959170,66
3491,c,"health, beauty spas",50142652861,61
3492,b,shoe,60318067173,23
3493,a,"antique, repairs, restoration",79070032105,12
3494,b,"opticians, optical goods, eyeglasses",77037096829,3120
3495,c,"equipment, tool, furniture, appliance rental, leasing",54474048212,897
3496,c,"opticians, optical goods, eyeglasses",25674631453,9645
3497,a,"opticians, optical goods, eyeglasses",40210282064,438
3498,c,"hobby, toy, game",76414358676,461
3499,a,"cable, satellite, other pay television, radio",53132768930,1733
3500,a,"health, beauty spas",96809815920,33
3501,a,"digital goods, books, movies, music",25545080719,161
3502,a,"computers, computer peripheral equipment, software",69320682085,964
3503,b,"opticians, optical goods, eyeglasses",72167534195,728
3504,a,"artist supply, craft",88079931689,52
3505,c,"artist supply, craft",13917288638,178
3506,b,"computers, computer peripheral equipment, software",27132352768,125
3507,b,"tent, awning",83878211395,67
3508,a,"health, beauty spas",21667858163,159
3509,a,"tent, awning",93977601095,80
3510,b,"equipment, tool, furniture, appliance rental, leasing",33784872304,48
3511,b,"bicycle,",68398369995,33
3512,b,"jewelry, watch, clock, silverware",30900210196,17
3513,c,"antique, repairs, restoration",54277261175,4
3514,c,"digital goods, books, movies, music",47086412084,45682
3515,b,"gift, card, novelty, souvenir",62170730910,4475
3516,c,"lawn, garden supply outlets, including nurseries",25235376304,4586
3517,c,"artist supply, craft",14314268730,1218
3518,b,"watch, clock, jewelry repair",12438697459,4809
3519,b,"opticians, optical goods, eyeglasses",83329078822,1248
3520,b,"antique, repairs, restoration",77421432003,201
3521,a,"digital goods, books, movies, music",33337260688,2025
3522,c,"gift, card, novelty, souvenir",45337626814,868
3523,a,"health, beauty spas",11961681734,570
3524,e,"bicycle,",19995295153,435
3525,b,"books, periodicals, newspapers",45030176527,1188
3526,a,"florists supplies, nursery stock, flowers",45480771376,1183
3527,a,"health, beauty spas",62135501337,673
3528,a,"antique, repairs, restoration",70106809650,277
3529,a,"watch, clock, jewelry repair",66340635807,185
3530,a,"lawn, garden supply outlets, including nurseries",54923508125,1258
3531,a,"furniture, home furnishings, equipment, manufacturers",39218053314,670
3532,a,"watch, clock, jewelry repair",37835781615,149
3533,a,"artist supply, craft",68514534266,229
3534,b,"computers, computer peripheral equipment, software",81099631357,125
3535,a,"bicycle,",95331380653,100
3536,a,"music, musical instruments, pianos, sheet music",14666015798,73
3537,a,"jewelry, watch, clock, silverware",64143552561,3
3538,c,"art dealers, galleries",14626521979,3
3539,a,"tent, awning",89726005175,180185
3540,a,"computers, computer peripheral equipment, software",56946407125,21816
